Company name,Segment,Printer manufacturer,Printer model,Number of printers,Count type,Process,Material type,Material format,Country,Update year
Objectify Technologies,Printing services,3D Systems,,2,Total units,VPP,Polymer,,India,2023
Objectify Technologies,Printing services,3D Systems,,1,Units added in year,VPP,Polymer,,India,2023
Objectify Technologies,Printing services,3D Systems,,1,Total units,VPP,Polymer,,India,2022
Ci-Esse,Printing services,Colibrium Additive,Concept Laser,6,Total units,PBF-LB,Metal,,India,2022
Objectify Technologies,Printing services,EOS,,5,Total units,PBF-LB,Metal,,India,2023
Objectify Technologies,Printing services,EOS,,1,Units added in year,PBF-LB,Metal,,India,2023
Objectify Technologies,Printing services,EOS,,3,Total units,PBF-LB,Polymer,,India,2023
Objectify Technologies,Printing services,EOS,,4,Total units,PBF-LB,Metal,,India,2022
Objectify Technologies,Printing services,EOS,,1,Units added in year,PBF-LB,Metal,,India,2022
Objectify Technologies,Printing services,EOS,,3,Total units,PBF,Polymer,,United States,2022
Objectify Technologies,Printing services,EOS,,1,Units added in year,PBF,Polymer,,United States,2022
Objectify Technologies,Printing services,Shinning3D,,1,Total units,,,,United States,2022
Objectify Technologies,Printing services,Shinning3D,,1,Units added in year,,,,United States,2022
My3D Concepts Corp.,Printing services,,,42,Minimum,,,,Germany,2022
My3D Concepts Corp.,Printing services,,,1,Minimum,VPP,Polymer,,Germany,2022
My3D Concepts Corp.,Printing services,Lulzbot,Mini,1,Minimum,MEX,Polymer,,Germany,2022
My3D Concepts Corp.,Printing services,Airwolf,,1,Total units,MEX,Polymer,,Germany,2022
MT Aerospace,Printing services,AddUp,Beam,4,Total units,DED-LB,Metal,,Germany,2023
MT Aerospace,Printing services,AddUp,Beam,2,Units added in year,DED-LB,Metal,,Germany,2023
MT Aerospace,Printing services,Addup,Beam,2,Total units,DED-LB,Metal,,Germany,2022
MT Aerospace,Printing services,Addup,Beam,1,Units added in year,DED-LB,Metal,,Germany,2022
MT Aerospace,Printing services,EOS,,5,Total units,PBF-LB,Metal,,Germany,2023
MT Aerospace,Printing services,EOS,,2,Units added in year,PBF-LB,Metal,,Germany,2023
MT Aerospace,Printing services,EOS,,5,Total units,PBF-LB,Metal,,Germany,2022
MT Aerospace,Printing services,EOS,,3,Units added in year,PBF-LB,Metal,,Germany,2022
MT Aerospace,Printing services,EOS,,1,Total units,PBF,Polymer,,Germany,2022
Michael Sander Kunststofftechnik,Printing services,3D Systems,,1,Total units,VPP,Polymer,,South Africa,2023
Michael Sander Kunststofftechnik,Printing services,3D Systems,,1,Total units,VPP,Polymer,,South Africa,2022
Michael Sander Kunststofftechnik,Printing services,EOS,,4,Total units,PBF-LB,Polymer,,South Africa,2023
Michael Sander Kunststofftechnik,Printing services,EOS,,4,Total units,PBF,Polymer,,United States,2022
Mentis 3D,Printing services,HP ,MJF,3,Total units,BJT,Polymer,,India,2022
Metal Heart,Printing services,Nikon SLM,,2,Total units,PBF-LB,Metal,,India,2023
Metal Heart,Printing services,Nikon SLM,,2,Total units,PBF,Metal,,India,2022
Mears Machine,Printing services,Velo3D,Sapphire XC,3,Total units,PBF-LB,Metal,,India,2024
Marcopolo Products,Printing services,HP,MJF,2,Total units,PBF-IR,Polymer,,India,2024
Marcopolo Products,Printing services,Shanghai ,XYZ 600,2,Total units,MEX,Polymer,,India,2024
Marcopolo Products,Printing services,HP,,1,Total units,BJT,,,India,2023
Marcopolo Products,Printing services,HP ,MJF,1,Total units,BJT,Polymer,,India,2022
Marcopolo Products,Printing services,HP,MJF,1,Units added in year,PBF-IR,Polymer,,India,2024
Marcopolo Products,Printing services,SLA,,5,Total units,,,,India,2022
Marcopolo Products,Printing services,SLA,,1,Units added in year,,,,India,2022
Marcopolo Products,Printing services,SLS,,1,Total units,,,,India,2022
Marcopolo Products,Printing services,Shanghai,XYZ 300,1,Total units,MEX,Polymer,,India,2024
Marcopolo Products,Printing services,Shanghai ,XYZ 600,1,Units added in year,MEX,Polymer,,India,2024
Marcopolo Products,Printing services,Shanghai Digital,SD 450,1,Total units,VPP,Polymer,,India,2024
Marcopolo Products,Printing services,TPM SLS,,1,Total units,,,,India,2023
Marcopolo Products,Printing services,TPM,T 3500,1,Total units,MEX,Polymer,,India,2024
Marcopolo Products,Printing services,UnionTech,RS 3500,1,Total units,VPP,Polymer,,India,2024
Marcopolo Products,Printing services,Uniontech,,6,Total units,VPP,,,Hungary,2023
Marcopolo Products,Printing services,Uniontech,,1,Units added in year,VPP,,,Hungary,2023
Marcopolo Products,Printing services,UnionTech,RS 6000,1,Total units,VPP,Polymer,,Hungary,2024
Marcopolo Products,Printing services,UnionTech,RS 8000,1,Total units,VPP,Polymer,,United States,2024
manuBIMsoft,Printing services,Bambu Lab,P1S,2,Total units,MEX,Polymer,,Germany,2024
manuBIMsoft,Printing services,Bambu Lab,X1C,1,Total units,MEX,Polymer,,Germany,2024
manuBIMsoft,Printing services,Bambu Lab,X1C,1,Units added in year,MEX,Polymer,,Germany,2024
Lulzbot,Printing services,Lulzbot,,300,Total units,MEX,Polymer,,The United Kingdom,2025
Lightway,Printing services,EOS,M290,3,Total units,PBF-LB,Metal,,Sweden,2024
Lightway,Printing services,DMG Mori,Lasertec 3rd,1,Total units,PBF-LB,Metal,,The United Kingdom,2024
Lightway,Printing services,DMG Mori,Lasertec 3rd,1,Units added in year,PBF-LB,Metal,,The United Kingdom,2024
Laser Prototypes Europe (LPE),Printing services,3D Systems,,4,Total units,VPP,Polymer,,Sweden,2023
Lasertech LSH,Printing services,EOS,M290,4,Total units,PBF-LB,Metal,,The United Kingdom,2024
Laser Prototypes Europe (LPE),Printing services,Colibrium Additive,,2,Total units,PBF-EB,Metal,,Sweden,2023
Laser Prototypes Europe (LPE),Printing services,EOS,,1,Total units,PBF-LB,Metal,,The United Kingdom,2023
Lasertech LSH,Printing services,EOS,,4,Total units,PBF-LB,Metal,,Sweden,2023
Laser Prototypes Europe (LPE),Printing services,EOS,,1,Units added in year,PBF-LB,Metal,,Sweden,2023
Lasertech LSH,Printing services,EOS,,1,Units added in year,PBF-LB,Metal,,Sweden,2023
Laser Prototypes Europe (LPE),Printing services,EOS,,3,Total units,PBF-LB,Polymer,,Sweden,2023
Lasertech LSH,Printing services,EOS,,1,Total units,PBF-LB,Polymer,,Sweden,2023
Lasertech LSH,Printing services,EOS,,4,Total units,PBF-LB,Metal,,The United Kingdom,2022
Lasertech LSH,Printing services,EOS,,1,Units added in year,PBF-LB,Metal,,Germany,2022
Lasertech LSH,Printing services,EOS,,1,Total units,PBF,Polymer,,Germany,2022
Lasertech LSH,Printing services,EOS,P396,1,Total units,PBF-LB,Polymer,,Spain,2024
Laser Prototypes Europe (LPE),Printing services,"Stratasys (SLA - NEO), Axtra3D, 3D Systems Fig4",,5,Total units,,,,Spain,2023
Kumovis,Printing services,3D Systems,EXT 220 MED,10,Total units,MEX,Polymer,,Spain,2024
Kumovis,Printing services,3D Systems,EXT 220 MED,3,Units added in year,MEX,Polymer,,Spain,2024
Ineo Prototipos S.L.,Printing services,3D Systems,,4,Total units,PBF,Polymer,,Spain,2023
Ineo Prototipos S.L.,Printing services,3D Systems,,2,Total units,VPP,Polymer,,The Czech Republic,2023
Ineo Prototipos S.L.,Printing services,3D Systems,,1,Units added in year,VPP,Polymer,,Spain,2023
Ineo Prototipos S.L.,Printing services,3D Systems,,4,Total units,PBF,Polymer,,Spain,2022
Ineo Prototipos S.L.,Printing services,3D Systems,,2,Total units,VPP,Polymer,,Spain,2022
Innomia,Printing services,EOS,M290,4,Total units,PBF-LB,Metal,,The United Kingdom,2024
Ineo Prototipos S.L.,Printing services,Bambu Lab,X1 CF,3,Total units,MEX,Polymer,,The United Kingdom,2023
Ineo Prototipos S.L.,Printing services,Bambu Lab,X1 CF,1,Units added in year,MEX,Polymer,,Spain,2023
Ineo Prototipos S.L.,Printing services,BCN3D,,2,Total units,MEX,Polymer,,Spain,2022
Industrial Plastic Fabrications (IPFL),Printing services,BMF,,2,Total units,,,,Spain,2023
Industrial Plastic Fabrications (IPFL),Printing services,BMF,,1,Units added in year,,,,Spain,2023
Ineo Prototipos S.L.,Printing services,DTM,2500+,2,Total units,PBF-LB,Polymer,,Spain,2024
Ineo Prototipos S.L.,Printing services,3D Systems,SLA 250 VIPER,1,Total units,VPP,Polymer,,Spain,2024
Ineo Prototipos S.L.,Printing services,3D Systems,SLA 3500,1,Total units,VPP,Polymer,,The Czech Republic,2024
Ineo Prototipos S.L.,Printing services,3D Systems,SLA 5000,1,Total units,VPP,Polymer,,The Czech Republic,2024
Ineo Prototipos S.L.,Printing services,3D Systems,VANGUARD SI2,1,Total units,PBF-LB,Polymer,,The Czech Republic,2024
Ineo Prototipos S.L.,Printing services,3D Systems,VANGUARD SI2 HD,1,Total units,PBF-LB,Polymer,,The Czech Republic,2024
Innomia,Printing services,EOS,,3,Total units,PBF-LB,Metal,,The Czech Republic,2023
Innomia,Printing services,EOS,,1,Units added in year,PBF-LB,Metal,,Spain,2023
Innomia,Printing services,EOS,,1,Total units,PBF-LB,Polymer,,The United Kingdom,2023
Innomia,Printing services,EOS,,2,Total units,PBF-LB,Metal,,The United Kingdom,2022
Innomia,Printing services,EOS,,1,Total units,PBF,Polymer,,Spain,2022
Ineo Prototipos S.L.,Printing services,Bambu Lab,X1 CF,1,Total units,MEX,Polymer,,Spain,2024
Industrial Plastic Fabrications (IPFL),Printing services,Formlabs,,1,Total units,VPP,Polymer,,Spain,2023
Industrial Plastic Fabrications (IPFL),Printing services,Formlabs,,1,Units added in year,VPP,Polymer,,Spain,2023
Ineo Prototipos S.L.,Printing services,BCN3D,BCNMAX,1,Total units,MEX,Polymer,,The United Kingdom,2024
Ineo Prototipos S.L.,Printing services,BCN3D,BCNMAX,1,Total units,MEX,Polymer,,The Czech Republic,2024
Ineo Prototipos S.L.,Printing services,Creality,K1 Max,1,Total units,MEX,Polymer,,The Czech Republic,2024
Ineo Prototipos S.L.,Printing services,Creality,K1 Max,1,Units added in year,MEX,Polymer,,Spain,2024
Industrial Plastic Fabrications (IPFL),Printing services,HP,,1,Total units,BJT,,,Spain,2023
Innomia,Printing services,EOS,P110,1,Total units,PBF-LB,Polymer,,The United Kingdom,2024
Innomia,Printing services,EOS,M290,1,Units added in year,PBF-LB,Metal,,The United Kingdom,2024
Ineo Prototipos S.L.,Printing services,HP,MJF 5200,1,Total units,PBF-IR,Polymer,,Spain,2024
Ineo Prototipos S.L.,Printing services,HP,MJF 5200,1,Units added in year,PBF-IR,Polymer,,Spain,2024
Industrial Plastic Fabrications (IPFL),Printing services,Stratasys,,1,Total units,MEX,,,Spain,2023
Industrial Plastic Fabrications (IPFL),Printing services,Stratasys,,2,Total units,MJT,,,Spain,2023
Ineo Prototipos S.L.,Printing services,Unknown,Unknown,1,Total units,,,,Spain,2024
Ineo Prototipos S.L.,Printing services,Unknown,Unknown,1,Units added in year,,,,Spain,2024
IDONIAL,Printing services,3D Systems,,1,Total units,BJT,,,Spain,2023
IDONIAL,Printing services,EOS,,2,Total units,PBF-LB,Metal,,United States,2023
IDONIAL,Printing services,EOS,,2,Total units,PBF-LB,Polymer,,Germany,2023
IDONIAL,Printing services,Lithoz,,1,Total units,,,,Germany,2023
IDONIAL,Printing services,Stratasys,,2,Total units,MJT,,,The United Kingdom,2023
Chandler Industries,Printing services,Raise3D,Pro2 Plus,1,Actual,MEX,Polymer,,Portugal,2025
Hermle Maschinenbau GmbH,Printing services,In-house,,4,Total units,Cold spray,,,The United Kingdom,2024
Hermle Maschinenbau GmbH,Printing services,In-house,,1,Units added in year,,,,The United Kingdom,2024
HiETA Technologies,Printing services,Renishaw,,2,Total units,PBF,Metal,,The United Kingdom,2022
Vangest,Printing services,3D Systems,,3,Total units,VPP,Polymer,,Switzerland,2023
Graphite Additive Manufacturing,Printing services,3D Systems,,2,Total units,PBF,Polymer,,Switzerland,2022
Graphite Additive Manufacturing,Printing services,3D Systems,,2,Total units,VPP,Polymer,,Switzerland,2022
Graphite Additive Manufacturing,Printing services,HP ,MJF,1,Total units,BJT,Polymer,,Germany,2022
GF Casting Solutions,Printing services,3D Systems,,1,Total units,PBF,Metal,,The United Kingdom,2022
GF Casting Solutions,Printing services,3D Systems,,4,Units added in year,PBF,Metal,,Cyprus,2022
GF Casting Solutions,Printing services,EOS,,2,Units added in year,PBF-LB,Metal,,Germany,2022
FIT Additive Manufacturing Group,Printing services,3D Systems,,4,Total units,VPP,Polymer,,Cyprus,2023
Fixie 3D,Printing services,3D Systems,,1,Total units,MJT,Polymer,,Germany,2022
Fission 3D,Printing services,3D Systems,,6,Total units,VPP,Polymer,,Germany,2022
FIT Additive Manufacturing Group,Printing services,3D Systems,,4,Total units,VPP,Polymer,,Germany,2022
Fission 3D,Printing services,3D Systems,,2,Units added in year,VPP,Polymer,,Germany,2022
FIT Additive Manufacturing Group,Printing services,Nikon SLM,SLM 500,5,Total units,PBF-LB,Metal,,Germany,2024
FIT Additive Manufacturing Group,Printing services,Colibrium Additive,,5,Total units,PBF-EB,Metal,,Germany,2023
FIT Additive Manufacturing Group,Printing services,Colibrium Additive,,1,Units added in year,PBF-EB,Metal,,Germany,2023
FIT Additive Manufacturing Group,Printing services,Colibrium Additive,Arcam,4,Total units,PBF-EB,Metal,,Germany,2022
FIT Additive Manufacturing Group,Printing services,div. FDM,,10,Total units,MEX,,,Germany,2023
FIT Additive Manufacturing Group,Printing services,div. FDM,,5,Units added in year,MEX,,,Germany,2023
FIT Additive Manufacturing Group,Printing services,div. MSLA ,,25,Total units,,,,Germany,2023
FIT Additive Manufacturing Group,Printing services,div. MSLA ,,25,Units added in year,,,,Germany,2023
FIT Additive Manufacturing Group,Printing services,Colibrium Additive,Arcam Q20+,2,Total units,PBF-EB,Metal,,Germany,2024
FIT Additive Manufacturing Group,Printing services,EOS,,8,Total units,PBF-LB,Metal,,Germany,2023
FIT Additive Manufacturing Group,Printing services,EOS,,10,Total units,PBF-LB,Polymer,,Cyprus,2023
FIT Additive Manufacturing Group,Printing services,EOS,,8,Total units,PBF-LB,Metal,,Cyprus,2022
FIT Additive Manufacturing Group,Printing services,EOS,,11,Total units,PBF,Polymer,,Germany,2022
FIT Additive Manufacturing Group,Printing services,EOS,,1,Units added in year,PBF,Polymer,,Germany,2022
Fission 3D,Printing services,FDM Machines,,30,Total units,MEX,,,Germany,2022
Fission 3D,Printing services,FDM Machines,,15,Units added in year,MEX,,,Germany,2022
FIT Additive Manufacturing Group,Printing services,Meltio,,1,Total units,DED-LB,Metal,,Germany,2023
FIT Additive Manufacturing Group,Printing services,Meltio,,1,Units added in year,DED-LB,Metal,,The United Kingdom,2023
FIT Additive Manufacturing Group,Printing services,Gefertec,,1,Total units,DED-arc,Metal,,The United Kingdom,2024
FIT Additive Manufacturing Group,Printing services,Nikon SLM,,15,Total units,PBF-LB,Metal,,The United Kingdom,2023
FIT Additive Manufacturing Group,Printing services,Nikon SLM,,10,Total units,PBF,Metal,,The United Kingdom,2022
Fixie 3D,Printing services,Protofab,,2,Total units,VPP,,,The United Kingdom,2023
Fixie 3D,Printing services,Protofab,,2,Units added in year,VPP,,,The United Kingdom,2023
Fixie 3D,Printing services,ProtoFab,SLA800F DLC,1,Total units,VPP,,,Germany,2022
Fixie 3D,Printing services,ProtoFab,SLA600F DLC,1,Total units,VPP,,,Germany,2022
Fixie 3D,Printing services,ProtoFab,SLA800F DLC,1,Units added in year,VPP,,,Germany,2022
Fixie 3D,Printing services,ProtoFab,SLA600F DLC,1,Units added in year,VPP,,,Germany,2022
FIT Additive Manufacturing Group,Printing services,Stratasys,,2,Total units,MJT,,,Germany,2023
FIT Additive Manufacturing Group,Printing services,Stratasys,,2,Total units,MJT,,,New Zealand,2022
FIT Additive Manufacturing Group,Printing services,Unknown,,35,Total units,,,,New Zealand,2022
FIT Additive Manufacturing Group,Printing services,Unknown,,15,Units added in year,,,,New Zealand,2022
FIT Additive Manufacturing Group,Printing services,Voxeljet,,2,Total units,BJT,,,New Zealand,2022
Fi Innovations (trading as Fi Additive),Printing services,3D Systems,,1,Total units,PBF,Metal,,New Zealand,2023
Fi Innovations (trading as Fi Additive),Printing services,3D Systems,,1,Units added in year,PBF,Metal,,New Zealand,2023
Fi Innovations (trading as Fi Additive),Printing services,3D Systems,,2,Total units,PBF,Polymer,,New Zealand,2023
Fi Innovations (trading as Fi Additive),Printing services,3D Systems,,1,Units added in year,PBF,Polymer,,New Zealand,2023
Fi Innovations (trading as Fi Additive),Printing services,3D Systems,,3,Total units,VPP,Polymer,,New Zealand,2023
Fi Innovations (trading as Fi Additive),Printing services,3D Systems,,1,Total units,PBF,Metal,,New Zealand,2022
Fi Innovations (trading as Fi Additive),Printing services,3D Systems,,1,Units added in year,PBF,Metal,,New Zealand,2022
Fi Innovations (trading as Fi Additive),Printing services,3D Systems,,2,Total units,PBF,Polymer,,The Netherlands,2022
Fi Innovations (trading as Fi Additive),Printing services,3D Systems,,1,Units added in year,PBF,Polymer,,The Netherlands,2022
Fi Innovations (trading as Fi Additive),Printing services,3D Systems,,3,Total units,VPP,Polymer,,The Netherlands,2022
Fi Innovations (trading as Fi Additive),Printing services,3D Systems,,1,Units added in year,VPP,Polymer,,Germany,2022
Fiberneering,Printing services,Fiberneering,XXL-DLP XD2,4,Total units,VPP,,,Germany,2023
Fiberneering,Printing services,Fiberneering,XXL-DLP,4,Total units,VPP,,,Germany,2022
Fiberneering,Printing services,Fiberneering,XXL-DLP,2,Units added in year,VPP,,,Germany,2022
Fertig+,Printing services,Prusa,Mini,9,Total units,MEX,Polymer,,Germany,2024
Fertig+,Printing services,Prusa,Mk3,5,Total units,MEX,Polymer,,Germany,2024
Fertig+,Printing services,Bambu Lab,X1C,4,Total units,MEX,Polymer,,Germany,2024
Fertig+,Printing services,Prusa,MK4,3,Total units,PBF-LB,Polymer,,Germany,2024
Fertig+,Printing services,Prusa,MK4,3,Units added in year,PBF-LB,Polymer,,Germany,2024
Fertig+,Printing services,EOS,P396,2,Total units,PBF-LB,Polymer,,Germany,2024
Fertig+,Printing services,Bambu Lab,X1C,1,Units added in year,MEX,Polymer,,United Arab Emirates,2024
Fertig+,Printing services,EOS,P100,1,Total units,PBF-LB,Polymer,,United Arab Emirates,2024
Fertig+,Printing services,EOS,P110,1,Total units,PBF-LB,Polymer,,United Arab Emirates,2024
Fertig+,Printing services,HP,MJF 4200,1,Total units,PBF-IR,Polymer,,United Arab Emirates,2024
Falcon Technologies International (FTI),Printing services,EOS,,1,Total units,PBF,Polymer,,0,2022
Falcon Technologies International (FTI),Printing services,HP,MJF,1,Total units,PBF-IR,Polymer,,0,2022
Falcon Technologies International (FTI),Printing services,Protofab,,1,Total units,VPP,,,0,2023
Falcon Technologies International (FTI),Printing services,Protofab,,1,Units added in year,VPP,,,0,2023
Evology Manufacturing,Printing services,Stratasys,400mc,11,Total units,MEX,Polymer,,0,2024
Evology Manufacturing,Printing services,EOS,M290,6,Total units,PBF-LB,Metal,,0,2024
